Unnamed: 0,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge,ch
311,1-3 years,2017,31-40,male,high school diploma,below average,31-50%,15,normal,0.13327628,0
312,1-3 years,2017,31-40,male,high school diploma,below average,31-50%,15,above normal,0.00444459,0
313,1-3 years,2017,31-40,male,high school diploma,below average,31-50%,30,below normal,0.21800362,0
314,1-3 years,2017,31-40,male,high school diploma,below average,31-50%,30,normal,0.06005348,0
315,1-3 years,2017,31-40,male,high school diploma,below average,31-50%,30,above normal,0.00356302,0
316,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,0,below normal,0.38450855,0
317,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,0,normal,0.0212544,0
318,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,0,above normal,0.002288762,0
319,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,15,below normal,0.19146636,0
320,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,15,normal,0.026786834,0
321,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,15,above normal,0.002710017,0
322,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,30,below normal,0.069617726,0
323,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,30,normal,0.022976551,0
324,1-3 years,2017,31-40,male,high school diploma,below average,51-70%,30,above normal,0.002316381,0
325,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,0,below normal,0.99861026,1
326,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,0,normal,0.9941058,1
327,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,0,above normal,0.6871492,0
328,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,15,below normal,0.99592763,1
329,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,15,normal,0.9885339,1
330,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,15,above normal,0.52891314,0
331,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,30,below normal,0.9872169,1
332,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,30,normal,0.96016484,1
333,3-5 years,2022,31-40,female,bachelor's degree,average,10-30%,30,above normal,0.36464453,0
334,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,0,below normal,0.99016446,1
335,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,0,normal,0.9307611,1
336,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,0,above normal,0.14898196,0
337,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,15,below normal,0.96093124,1
338,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,15,normal,0.8729611,1
339,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,15,above normal,0.083390355,0
340,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,30,below normal,0.8540214,1
341,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,30,normal,0.6746836,0
342,3-5 years,2022,31-40,female,bachelor's degree,average,31-50%,30,above normal,0.053307906,0
343,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,0,below normal,0.88338184,1
344,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,0,normal,0.59690094,0
345,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,0,above normal,0.02928605,0
346,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,15,below normal,0.69678515,0
347,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,15,normal,0.4721599,0
348,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,15,above normal,0.018331032,0
349,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,30,below normal,0.41049683,0
350,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,30,normal,0.25618216,0
351,3-5 years,2022,31-40,female,bachelor's degree,average,51-70%,30,above normal,0.011425705,0
352,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,0,below normal,0.9718105,1
353,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,0,normal,0.9522158,1
354,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,0,above normal,0.83363223,1
355,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,15,below normal,0.86210674,1
356,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,15,normal,0.7719035,1
357,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,15,above normal,0.6357393,0
358,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,30,below normal,0.659624,0
359,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,30,normal,0.5092484,0
360,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,30,above normal,0.35759354,0
361,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,0,below normal,0.7965517,1
362,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,0,normal,0.69354993,0
363,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,0,above normal,0.338295,0
364,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,15,below normal,0.40370196,0
365,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,15,normal,0.2776321,0
366,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,15,above normal,0.15434097,0
367,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,30,below normal,0.1732946,0
368,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,30,normal,0.1010803,0
369,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,30,above normal,0.05688798,0
370,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,0,below normal,0.30779508,0
371,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,0,normal,0.20447432,0
372,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,0,above normal,0.050749406,0
373,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,15,below normal,0.070210844,0
374,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,15,normal,0.041823782,0
375,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,15,above normal,0.018728146,0
376,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,30,below normal,0.029404517,0
377,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,30,normal,0.01203827,0
378,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,30,above normal,0.006493904,0
379,less than a year,2016,31-40,male,master's degree,above average,10-30%,0,below normal,0.9465084,1
380,less than a year,2016,31-40,male,master's degree,above average,10-30%,0,normal,0.91163886,1
381,less than a year,2016,31-40,male,master's degree,above average,10-30%,0,above normal,0.8425306,1
382,less than a year,2016,31-40,male,master's degree,above average,10-30%,15,below normal,0.7620231,1
383,less than a year,2016,31-40,male,master's degree,above average,10-30%,15,normal,0.6241433,0
384,less than a year,2016,31-40,male,master's degree,above average,10-30%,15,above normal,0.46270427,0
385,less than a year,2016,31-40,male,master's degree,above average,10-30%,30,below normal,0.5435357,0
386,less than a year,2016,31-40,male,master's degree,above average,10-30%,30,normal,0.28250837,0
387,less than a year,2016,31-40,male,master's degree,above average,10-30%,30,above normal,0.12194911,0
388,less than a year,2016,31-40,male,master's degree,above average,31-50%,0,below normal,0.55796933,0
389,less than a year,2016,31-40,male,master's degree,above average,31-50%,0,normal,0.39562985,0
390,less than a year,2016,31-40,male,master's degree,above average,31-50%,0,above normal,0.26205182,0
391,less than a year,2016,31-40,male,master's degree,above average,31-50%,15,below normal,0.2639357,0
392,less than a year,2016,31-40,male,master's degree,above average,31-50%,15,normal,0.11275101,0
393,less than a year,2016,31-40,male,master's degree,above average,31-50%,15,above normal,0.06420646,0
394,less than a year,2016,31-40,male,master's degree,above average,31-50%,30,below normal,0.13687809,0
395,less than a year,2016,31-40,male,master's degree,above average,31-50%,30,normal,0.054027062,0
396,less than a year,2016,31-40,male,master's degree,above average,31-50%,30,above normal,0.023054512,0
397,less than a year,2016,31-40,male,master's degree,above average,51-70%,0,below normal,0.13952692,0
398,less than a year,2016,31-40,male,master's degree,above average,51-70%,0,normal,0.07380759,0
399,less than a year,2016,31-40,male,master's degree,above average,51-70%,0,above normal,0.050100017,0
400,less than a year,2016,31-40,male,master's degree,above average,51-70%,15,below normal,0.06112827,0
401,less than a year,2016,31-40,male,master's degree,above average,51-70%,15,normal,0.02802482,0
402,less than a year,2016,31-40,male,master's degree,above average,51-70%,15,above normal,0.015280331,0
403,less than a year,2016,31-40,male,master's degree,above average,51-70%,30,below normal,0.035005867,0
404,less than a year,2016,31-40,male,master's degree,above average,51-70%,30,normal,0.01476754,0
405,less than a year,2016,31-40,male,master's degree,above average,51-70%,30,above normal,0.008978464,0
406,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,0,below normal,0.9993468,1
407,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,0,normal,0.9993123,1
408,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,0,above normal,0.99503577,1
409,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,15,below normal,0.9981579,1
410,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,15,normal,0.99796236,1
411,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,15,above normal,0.99217904,1
412,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,30,below normal,0.9948166,1
413,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,30,normal,0.9939418,1
414,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,30,above normal,0.9859082,1
415,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,0,below normal,0.99700505,1
416,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,0,normal,0.9967102,1
417,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,0,above normal,0.975686,1
418,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,15,below normal,0.9915901,1
419,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,15,normal,0.99024314,1
420,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,15,above normal,0.96263784,1
421,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,30,below normal,0.97558707,1
422,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,30,normal,0.97142774,1
423,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,30,above normal,0.93667966,1
424,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,0,below normal,0.9863826,1
425,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,0,normal,0.9841852,1
426,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,0,above normal,0.75245565,1
427,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,15,below normal,0.96112096,1
428,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,15,normal,0.95399123,1
429,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,15,above normal,0.6581655,0
430,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,30,below normal,0.8922557,1
431,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,30,normal,0.831422,1
432,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,30,above normal,0.48994654,0
433,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,0,below normal,0.9998801,1
434,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,0,normal,0.9992797,1
435,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,0,above normal,0.9852642,1
436,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,15,below normal,0.9995184,1
437,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,15,normal,0.9988506,1
438,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,15,above normal,0.97763455,1
439,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,30,below normal,0.9956007,1
440,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,30,normal,0.99735487,1
441,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,30,above normal,0.9657791,1
442,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,0,below normal,0.9994286,1
443,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,0,normal,0.99580234,1
444,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,0,above normal,0.9213049,1
445,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,15,below normal,0.997897,1
446,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,15,normal,0.99347746,1
447,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,15,above normal,0.88258487,1
448,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,30,below normal,0.985644,1
449,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,30,normal,0.9874758,1
450,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,30,above normal,0.8121175,1
451,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,0,below normal,0.9972488,1
452,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,0,normal,0.9759434,1
453,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,0,above normal,0.51030934,0
454,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,below normal,0.99086773,1
455,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,normal,0.9630281,1
456,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,above normal,0.342065,0
457,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,below normal,0.9539459,1
458,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,normal,0.9307366,1
459,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,above normal,0.20595965,0
460,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,0,below normal,0.99813676,1
