number,driving exp,since,age,gender,education,income,SoC,distance,charging fee,charge
356,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,medium,normal,1
357,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,medium,above normal,0
358,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,long,below normal,0
359,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,long,normal,0
360,more than 10 years,2016,41-50,male,high school diploma,above average,10-30%,long,above normal,0
361,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,short,below normal,1
362,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,short,normal,1
363,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,short,above normal,1
364,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,medium,below normal,0
365,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,medium,normal,0
366,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,medium,above normal,0
367,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,long,below normal,0
368,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,long,normal,0
369,more than 10 years,2016,41-50,male,high school diploma,above average,31-50%,long,above normal,0
370,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,short,below normal,0
371,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,short,normal,0
372,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,short,above normal,0
373,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,medium,below normal,0
374,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,medium,normal,0
375,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,medium,above normal,0
376,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,long,below normal,0
377,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,long,normal,0
378,more than 10 years,2016,41-50,male,high school diploma,above average,51-70%,long,above normal,0
379,less than a year,2016,31-40,male,master's degree,above average,10-30%,short,below normal,1
380,less than a year,2016,31-40,male,master's degree,above average,10-30%,short,normal,1
381,less than a year,2016,31-40,male,master's degree,above average,10-30%,short,above normal,1
382,less than a year,2016,31-40,male,master's degree,above average,10-30%,medium,below normal,1
383,less than a year,2016,31-40,male,master's degree,above average,10-30%,medium,normal,0
384,less than a year,2016,31-40,male,master's degree,above average,10-30%,medium,above normal,1
385,less than a year,2016,31-40,male,master's degree,above average,10-30%,long,below normal,0
386,less than a year,2016,31-40,male,master's degree,above average,10-30%,long,normal,0
387,less than a year,2016,31-40,male,master's degree,above average,10-30%,long,above normal,0
388,less than a year,2016,31-40,male,master's degree,above average,31-50%,short,below normal,1
389,less than a year,2016,31-40,male,master's degree,above average,31-50%,short,normal,0
390,less than a year,2016,31-40,male,master's degree,above average,31-50%,short,above normal,1
391,less than a year,2016,31-40,male,master's degree,above average,31-50%,medium,below normal,0
392,less than a year,2016,31-40,male,master's degree,above average,31-50%,medium,normal,1
393,less than a year,2016,31-40,male,master's degree,above average,31-50%,medium,above normal,1
394,less than a year,2016,31-40,male,master's degree,above average,31-50%,long,below normal,0
395,less than a year,2016,31-40,male,master's degree,above average,31-50%,long,normal,0
396,less than a year,2016,31-40,male,master's degree,above average,31-50%,long,above normal,0
397,less than a year,2016,31-40,male,master's degree,above average,51-70%,short,below normal,0
398,less than a year,2016,31-40,male,master's degree,above average,51-70%,short,normal,0
399,less than a year,2016,31-40,male,master's degree,above average,51-70%,short,above normal,0
400,less than a year,2016,31-40,male,master's degree,above average,51-70%,medium,below normal,0
401,less than a year,2016,31-40,male,master's degree,above average,51-70%,medium,normal,0
402,less than a year,2016,31-40,male,master's degree,above average,51-70%,medium,above normal,0
403,less than a year,2016,31-40,male,master's degree,above average,51-70%,long,below normal,0
404,less than a year,2016,31-40,male,master's degree,above average,51-70%,long,normal,0
405,less than a year,2016,31-40,male,master's degree,above average,51-70%,long,above normal,0
406,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,short,below normal,1
407,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,short,normal,1
408,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,short,above normal,1
409,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,medium,below normal,1
410,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,medium,normal,1
411,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,medium,above normal,1
412,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,long,below normal,1
413,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,long,normal,1
414,less than a year,2022,above 60,male,bachelor's degree,average,10-30%,long,above normal,1
415,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,short,below normal,0
416,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,short,normal,1
417,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,short,above normal,1
418,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,medium,below normal,1
419,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,medium,normal,1
420,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,medium,above normal,1
421,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,long,below normal,1
422,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,long,normal,1
423,less than a year,2022,above 60,male,bachelor's degree,average,31-50%,long,above normal,1
424,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,short,below normal,1
425,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,short,normal,1
426,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,short,above normal,1
427,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,medium,below normal,1
428,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,medium,normal,1
429,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,medium,above normal,0
430,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,long,below normal,1
431,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,long,normal,1
432,less than a year,2022,above 60,male,bachelor's degree,average,51-70%,long,above normal,0
433,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,short,below normal,1
434,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,short,normal,1
435,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,short,above normal,1
436,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,medium,below normal,1
437,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,medium,normal,1
438,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,medium,above normal,1
439,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,long,below normal,1
440,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,long,normal,1
441,less than a year,2021,50-60,female,doctoral degree,below average,10-30%,long,above normal,1
442,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,short,below normal,1
443,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,short,normal,1
444,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,short,above normal,1
445,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,medium,below normal,1
446,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,medium,normal,1
447,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,medium,above normal,1
448,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,long,below normal,1
449,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,long,normal,1
450,less than a year,2021,50-60,female,doctoral degree,below average,31-50%,long,above normal,1
451,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,short,below normal,1
452,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,short,normal,1
453,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,short,above normal,0
454,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,medium,below normal,1
455,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,medium,normal,1
456,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,medium,above normal,0
457,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,long,below normal,1
458,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,long,normal,1
459,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,long,above normal,0
460,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,short,below normal,1
461,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,short,normal,0
462,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,short,above normal,1
463,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,medium,below normal,1
464,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,medium,normal,0
465,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,medium,above normal,0
466,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,long,below normal,1
467,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,long,normal,1
468,1-3 years,2016,above 60,female,bachelor's degree,below average,10-30%,long,above normal,0
469,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,short,below normal,1
470,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,short,normal,1
471,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,short,above normal,0
472,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,medium,below normal,1
473,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,medium,normal,1
474,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,medium,above normal,0
475,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,long,below normal,1
476,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,long,normal,0
477,1-3 years,2016,above 60,female,bachelor's degree,below average,31-50%,long,above normal,0
478,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,short,below normal,1
479,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,short,normal,0
480,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,short,above normal,0
481,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,medium,below normal,1
482,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,medium,normal,0
483,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,medium,above normal,0
484,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,long,below normal,0
485,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,long,normal,0
486,1-3 years,2016,above 60,female,bachelor's degree,below average,51-70%,long,above normal,0
487,3-5 years,2022,50-60,male,master's degree,average,10-30%,short,below normal,1
488,3-5 years,2022,50-60,male,master's degree,average,10-30%,short,normal,1
489,3-5 years,2022,50-60,male,master's degree,average,10-30%,short,above normal,1
490,3-5 years,2022,50-60,male,master's degree,average,10-30%,medium,below normal,1
491,3-5 years,2022,50-60,male,master's degree,average,10-30%,medium,normal,1
492,3-5 years,2022,50-60,male,master's degree,average,10-30%,medium,above normal,0
493,3-5 years,2022,50-60,male,master's degree,average,10-30%,long,below normal,1
494,3-5 years,2022,50-60,male,master's degree,average,10-30%,long,normal,1
495,3-5 years,2022,50-60,male,master's degree,average,10-30%,long,above normal,1
496,3-5 years,2022,50-60,male,master's degree,average,31-50%,short,below normal,1
497,3-5 years,2022,50-60,male,master's degree,average,31-50%,short,normal,1
