,driving exp,since when are you using electric vehicles?,age,gender,education,income,SoC,queuing time,charging fee
452,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,0,normal
453,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,0,above normal
454,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,below normal
455,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,normal
456,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,15,above normal
457,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,below normal
458,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,normal
459,less than a year,2021,50-60,female,doctoral degree,below average,51-70%,30,above normal
460,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
461,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
462,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
463,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
464,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
465,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
466,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
467,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
468,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
469,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
470,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
471,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
472,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
473,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
474,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
475,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
476,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
477,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
478,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
479,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
480,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
481,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
482,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
483,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
484,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
485,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
486,1-3 years,2016,above 60,female,bachelor's degree,below average,,,
487,3-5 years,2022,50-60,male,master's degree,average,,,
488,3-5 years,2022,50-60,male,master's degree,average,,,
489,3-5 years,2022,50-60,male,master's degree,average,,,
490,3-5 years,2022,50-60,male,master's degree,average,,,
491,3-5 years,2022,50-60,male,master's degree,average,,,
492,3-5 years,2022,50-60,male,master's degree,average,,,
493,3-5 years,2022,50-60,male,master's degree,average,,,
494,3-5 years,2022,50-60,male,master's degree,average,,,
495,3-5 years,2022,50-60,male,master's degree,average,,,
496,3-5 years,2022,50-60,male,master's degree,average,,,
497,3-5 years,2022,50-60,male,master's degree,average,,,
498,3-5 years,2022,50-60,male,master's degree,average,,,
499,3-5 years,2022,50-60,male,master's degree,average,,,
500,3-5 years,2022,50-60,male,master's degree,average,,,
501,3-5 years,2022,50-60,male,master's degree,average,,,
502,3-5 years,2022,50-60,male,master's degree,average,,,
503,3-5 years,2022,50-60,male,master's degree,average,,,
504,3-5 years,2022,50-60,male,master's degree,average,,,
505,3-5 years,2022,50-60,male,master's degree,average,,,
506,3-5 years,2022,50-60,male,master's degree,average,,,
507,3-5 years,2022,50-60,male,master's degree,average,,,
508,3-5 years,2022,50-60,male,master's degree,average,,,
509,3-5 years,2022,50-60,male,master's degree,average,,,
510,3-5 years,2022,50-60,male,master's degree,average,,,
511,3-5 years,2022,50-60,male,master's degree,average,,,
512,3-5 years,2022,50-60,male,master's degree,average,,,
513,3-5 years,2022,50-60,male,master's degree,average,,,
514,more than 10 years,2021,18-30,male,master's degree,above average,,,
515,more than 10 years,2021,18-30,male,master's degree,above average,,,
516,more than 10 years,2021,18-30,male,master's degree,above average,,,
517,more than 10 years,2021,18-30,male,master's degree,above average,,,
518,more than 10 years,2021,18-30,male,master's degree,above average,,,
519,more than 10 years,2021,18-30,male,master's degree,above average,,,
520,more than 10 years,2021,18-30,male,master's degree,above average,,,
521,more than 10 years,2021,18-30,male,master's degree,above average,,,
522,more than 10 years,2021,18-30,male,master's degree,above average,,,
523,more than 10 years,2021,18-30,male,master's degree,above average,,,
524,more than 10 years,2021,18-30,male,master's degree,above average,,,
525,more than 10 years,2021,18-30,male,master's degree,above average,,,
526,more than 10 years,2021,18-30,male,master's degree,above average,,,
527,more than 10 years,2021,18-30,male,master's degree,above average,,,
528,more than 10 years,2021,18-30,male,master's degree,above average,,,
529,more than 10 years,2021,18-30,male,master's degree,above average,,,
530,more than 10 years,2021,18-30,male,master's degree,above average,,,
531,more than 10 years,2021,18-30,male,master's degree,above average,,,
532,more than 10 years,2021,18-30,male,master's degree,above average,,,
533,more than 10 years,2021,18-30,male,master's degree,above average,,,
534,more than 10 years,2021,18-30,male,master's degree,above average,,,
535,more than 10 years,2021,18-30,male,master's degree,above average,,,
536,more than 10 years,2021,18-30,male,master's degree,above average,,,
537,more than 10 years,2021,18-30,male,master's degree,above average,,,
538,more than 10 years,2021,18-30,male,master's degree,above average,,,
539,more than 10 years,2021,18-30,male,master's degree,above average,,,
540,more than 10 years,2021,18-30,male,master's degree,above average,,,
541,5-10 years,2017,41-50,male,high school diploma,average,,,
542,5-10 years,2017,41-50,male,high school diploma,average,,,
543,5-10 years,2017,41-50,male,high school diploma,average,,,
544,5-10 years,2017,41-50,male,high school diploma,average,,,
545,5-10 years,2017,41-50,male,high school diploma,average,,,
546,5-10 years,2017,41-50,male,high school diploma,average,,,
547,5-10 years,2017,41-50,male,high school diploma,average,,,
548,5-10 years,2017,41-50,male,high school diploma,average,,,
549,5-10 years,2017,41-50,male,high school diploma,average,,,
550,5-10 years,2017,41-50,male,high school diploma,average,,,
551,5-10 years,2017,41-50,male,high school diploma,average,,,
552,5-10 years,2017,41-50,male,high school diploma,average,,,
553,5-10 years,2017,41-50,male,high school diploma,average,,,
554,5-10 years,2017,41-50,male,high school diploma,average,,,
555,5-10 years,2017,41-50,male,high school diploma,average,,,
556,5-10 years,2017,41-50,male,high school diploma,average,,,
557,5-10 years,2017,41-50,male,high school diploma,average,,,
558,5-10 years,2017,41-50,male,high school diploma,average,,,
559,5-10 years,2017,41-50,male,high school diploma,average,,,
560,5-10 years,2017,41-50,male,high school diploma,average,,,
561,5-10 years,2017,41-50,male,high school diploma,average,,,
562,5-10 years,2017,41-50,male,high school diploma,average,,,
563,5-10 years,2017,41-50,male,high school diploma,average,,,
564,5-10 years,2017,41-50,male,high school diploma,average,,,
565,5-10 years,2017,41-50,male,high school diploma,average,,,
566,5-10 years,2017,41-50,male,high school diploma,average,,,
567,5-10 years,2017,41-50,male,high school diploma,average,,,
568,5-10 years,2018,50-60,male,bachelor's degree,average,,,
569,5-10 years,2018,50-60,male,bachelor's degree,average,,,
570,5-10 years,2018,50-60,male,bachelor's degree,average,,,
571,5-10 years,2018,50-60,male,bachelor's degree,average,,,
572,5-10 years,2018,50-60,male,bachelor's degree,average,,,
573,5-10 years,2018,50-60,male,bachelor's degree,average,,,
574,5-10 years,2018,50-60,male,bachelor's degree,average,,,
575,5-10 years,2018,50-60,male,bachelor's degree,average,,,
576,5-10 years,2018,50-60,male,bachelor's degree,average,,,
577,5-10 years,2018,50-60,male,bachelor's degree,average,,,
578,5-10 years,2018,50-60,male,bachelor's degree,average,,,
579,5-10 years,2018,50-60,male,bachelor's degree,average,,,
580,5-10 years,2018,50-60,male,bachelor's degree,average,,,
581,5-10 years,2018,50-60,male,bachelor's degree,average,,,
582,5-10 years,2018,50-60,male,bachelor's degree,average,,,
583,5-10 years,2018,50-60,male,bachelor's degree,average,,,
584,5-10 years,2018,50-60,male,bachelor's degree,average,,,
585,5-10 years,2018,50-60,male,bachelor's degree,average,,,
586,5-10 years,2018,50-60,male,bachelor's degree,average,,,
587,5-10 years,2018,50-60,male,bachelor's degree,average,,,
588,5-10 years,2018,50-60,male,bachelor's degree,average,,,
589,5-10 years,2018,50-60,male,bachelor's degree,average,,,
590,5-10 years,2018,50-60,male,bachelor's degree,average,,,
591,5-10 years,2018,50-60,male,bachelor's degree,average,,,
592,5-10 years,2018,50-60,male,bachelor's degree,average,,,
593,5-10 years,2018,50-60,male,bachelor's degree,average,,,
594,5-10 years,2018,50-60,male,bachelor's degree,average,,,
595,3-5 years,2020,18-30,male,master's degree,above average,,,
596,3-5 years,2020,18-30,male,master's degree,above average,,,
597,3-5 years,2020,18-30,male,master's degree,above average,,,
598,3-5 years,2020,18-30,male,master's degree,above average,,,
599,3-5 years,2020,18-30,male,master's degree,above average,,,
600,3-5 years,2020,18-30,male,master's degree,above average,,,
601,3-5 years,2020,18-30,male,master's degree,above average,,,
602,3-5 years,2020,18-30,male,master's degree,above average,,,
603,3-5 years,2020,18-30,male,master's degree,above average,,,
604,3-5 years,2020,18-30,male,master's degree,above average,,,
605,3-5 years,2020,18-30,male,master's degree,above average,,,
606,3-5 years,2020,18-30,male,master's degree,above average,,,
607,3-5 years,2020,18-30,male,master's degree,above average,,,
608,3-5 years,2020,18-30,male,master's degree,above average,,,
609,3-5 years,2020,18-30,male,master's degree,above average,,,
610,3-5 years,2020,18-30,male,master's degree,above average,,,
611,3-5 years,2020,18-30,male,master's degree,above average,,,
612,3-5 years,2020,18-30,male,master's degree,above average,,,
613,3-5 years,2020,18-30,male,master's degree,above average,,,
614,3-5 years,2020,18-30,male,master's degree,above average,,,
615,3-5 years,2020,18-30,male,master's degree,above average,,,
616,3-5 years,2020,18-30,male,master's degree,above average,,,
617,3-5 years,2020,18-30,male,master's degree,above average,,,
618,3-5 years,2020,18-30,male,master's degree,above average,,,
619,3-5 years,2020,18-30,male,master's degree,above average,,,
620,3-5 years,2020,18-30,male,master's degree,above average,,,
621,3-5 years,2020,18-30,male,master's degree,above average,,,
622,5-10 years,2019,18-30,male,high school diploma,above average,,,
623,5-10 years,2019,18-30,male,high school diploma,above average,,,
624,5-10 years,2019,18-30,male,high school diploma,above average,,,
625,5-10 years,2019,18-30,male,high school diploma,above average,,,
626,5-10 years,2019,18-30,male,high school diploma,above average,,,
627,5-10 years,2019,18-30,male,high school diploma,above average,,,
628,5-10 years,2019,18-30,male,high school diploma,above average,,,
629,5-10 years,2019,18-30,male,high school diploma,above average,,,
630,5-10 years,2019,18-30,male,high school diploma,above average,,,
631,5-10 years,2019,18-30,male,high school diploma,above average,,,
632,5-10 years,2019,18-30,male,high school diploma,above average,,,
633,5-10 years,2019,18-30,male,high school diploma,above average,,,
634,5-10 years,2019,18-30,male,high school diploma,above average,,,
635,5-10 years,2019,18-30,male,high school diploma,above average,,,
636,5-10 years,2019,18-30,male,high school diploma,above average,,,
637,5-10 years,2019,18-30,male,high school diploma,above average,,,
638,5-10 years,2019,18-30,male,high school diploma,above average,,,
639,5-10 years,2019,18-30,male,high school diploma,above average,,,
640,5-10 years,2019,18-30,male,high school diploma,above average,,,
641,5-10 years,2019,18-30,male,high school diploma,above average,,,
642,5-10 years,2019,18-30,male,high school diploma,above average,,,
643,5-10 years,2019,18-30,male,high school diploma,above average,,,
